id,url,entry_url,company,Market_Cap,EPS,PtoE,Book_value,PtoB
235,https://www.moneycontrol.com/company-facts/jamnaautoindustries/management/JAI,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/jamnaautoindustries/JAI,jamnaautoindustries,"4,186",3.11,33.78,14.56,7.22
236,https://www.moneycontrol.com/company-facts/jbchemicalspharmaceuticals/management/JBC01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01,jbchemicalspharmaceuticals,"13,784",60.99,29.24,234.65,7.61
237,https://www.moneycontrol.com/company-facts/jindalstainlesshisar/management/JSH,https://www.moneycontrol.com/india/stockpricequote/steellarge/jindalstainlesshisar/JSH,jindalstainlesshisar,"9,582",62.52,6.50,127.06,3.20
238,https://www.moneycontrol.com/company-facts/jindalsaw/management/JS08,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/jindalsaw/JS08,jindalsaw,"3,233",16.33,6.19,204.51,0.50
239,https://www.moneycontrol.com/company-facts/jindalstainless/management/JSL01,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/jindalstainless/JSL01,jindalstainless,"10,438",23.19,8.93,64.19,3.23
240,https://www.moneycontrol.com/company-facts/jindalsteelpower/management/JSP,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/jindalsteelpower/JSP,jindalsteelpower,"41,941",67.14,6.12,303.28,1.36
241,https://www.moneycontrol.com/company-facts/jklakshmicement/management/JKL01,https://www.moneycontrol.com/india/stockpricequote/cementmajor/jklakshmicement/JKL01,jklakshmicement,"6,908",41.01,14.31,179.09,3.28
242,https://www.moneycontrol.com/company-facts/jkpaper/management/JKP01,https://www.moneycontrol.com/india/stockpricequote/paper/jkpaper/JKP01,jkpaper,"3,784",25.04,8.92,146.98,1.52
243,https://www.moneycontrol.com/company-facts/jktyreindustries/management/JKT01,https://www.moneycontrol.com/india/stockpricequote/tyres/jktyreindustries/JKT01,jktyreindustries,"3,328",21.37,6.32,112.86,1.20
244,https://www.moneycontrol.com/company-facts/jmfinancial/management/JMF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/jmfinancial/JMF,jmfinancial,"6,903",7.70,9.40,101.14,0.72
245,https://www.moneycontrol.com/company-facts/johnsoncontrolshitachiairconditioningindia/management/HHL,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/johnsoncontrolshitachiairconditioningindia/HHL,johnsoncontrolshitachiairconditioningindia,"5,127",0.00,--,--,0.00
246,https://www.moneycontrol.com/company-facts/jswenergy/management/JE01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jswenergy/JE01,jswenergy,"50,595",5.91,52.07,88.20,3.49
247,https://www.moneycontrol.com/company-facts/jswsteel/management/JSW01,https://www.moneycontrol.com/india/stockpricequote/steellarge/jswsteel/JSW01,jswsteel,"158,159",89.48,7.31,190.65,3.44
248,https://www.moneycontrol.com/company-facts/jubilantfoodworks/management/JF04,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04,jubilantfoodworks,"45,403",31.77,108.29,108.83,31.62
249,https://www.moneycontrol.com/company-facts/jubilantpharmova/management/JO03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jubilantpharmova/JO03,jubilantpharmova,"8,307",51.94,10.04,297.68,1.76
250,https://www.moneycontrol.com/company-facts/justdial/management/JD,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/justdial/JD,justdial,"7,450",9.85,90.47,410.25,2.18
251,https://www.moneycontrol.com/company-facts/jyothylabs/management/JL,https://www.moneycontrol.com/india/stockpricequote/personalcare/jyothylabs/JL,jyothylabs,"5,183",4.18,33.77,37.87,3.73
252,https://www.moneycontrol.com/company-facts/kajariaceramics/management/KC06,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06,kajariaceramics,"21,281",25.65,52.11,121.45,11.01
253,https://www.moneycontrol.com/company-facts/kalpatarupowertransmission/management/KPT,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kalpatarupowertransmission/KPT,kalpatarupowertransmission,"5,987",43.31,9.28,259.15,1.56
254,https://www.moneycontrol.com/company-facts/kansainerolacpaints/management/KNP,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/kansainerolacpaints/KNP,kansainerolacpaints,"30,144",9.91,56.44,75.88,7.38
255,https://www.moneycontrol.com/company-facts/kaveriseedcompany/management/KSC01,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01,kaveriseedcompany,"3,278",35.73,15.73,213.47,2.64
256,https://www.moneycontrol.com/company-facts/kecinternational/management/KEC04,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kecinternational/KEC04,kecinternational,"12,962",18.12,27.83,130.68,3.86
257,https://www.moneycontrol.com/company-facts/keiindustries/management/KEI,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/keiindustries/KEI,keiindustries,"9,883",38.77,28.29,197.34,5.56
258,https://www.moneycontrol.com/company-facts/kiocl/management/KIO,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/kiocl/KIO,kiocl,"15,188",0.00,--,--,0.00
259,https://www.moneycontrol.com/company-facts/knrconstructions/management/KC13,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/knrconstructions/KC13,knrconstructions,"8,746",14.05,22.14,69.98,4.45
260,https://www.moneycontrol.com/company-facts/kotakmahindrabank/management/KMB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB,kotakmahindrabank,"373,429",50.33,37.40,425.11,4.43
261,https://www.moneycontrol.com/company-facts/kpittechnologies/management/KPITT54265,https://www.moneycontrol.com/india/stockpricequote/kpittech/kpittechnologies/KPITT54265,kpittechnologies,"17,076",7.80,79.86,44.31,14.06
262,https://www.moneycontrol.com/company-facts/kprmill/management/M15,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15,kprmill,"23,664",21.88,31.44,68.31,10.07
263,https://www.moneycontrol.com/company-facts/krbl/management/KRB01,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01,krbl,"5,505",23.81,9.82,156.91,1.50
264,https://www.moneycontrol.com/company-facts/ksb/management/KSB,https://www.moneycontrol.com/india/stockpricequote/pumps/ksb/KSB,ksb,"4,264",40.80,30.02,255.87,4.79
265,https://www.moneycontrol.com/company-facts/ltfinanceholdings/management/LFH,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinanceholdings/LFH,ltfinanceholdings,"18,902",4.02,19.00,75.89,1.01
266,https://www.moneycontrol.com/company-facts/larsentoubroinfotech/management/LI12,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/larsentoubroinfotech/LI12,larsentoubroinfotech,"110,331",125.82,50.03,412.41,15.27
267,https://www.moneycontrol.com/company-facts/lttechnologyservices/management/LTS,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/lttechnologyservices/LTS,lttechnologyservices,"49,532",84.30,55.69,327.32,14.35
268,https://www.moneycontrol.com/company-facts/laopalarg/management/LOR,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR,laopalarg,"4,300",0.00,--,--,0.00
269,https://www.moneycontrol.com/company-facts/lakshmimachineworks/management/LMW,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW,lakshmimachineworks,"11,767",87.30,126.17,"1,666.47",6.61
270,https://www.moneycontrol.com/company-facts/larsentoubro/management/LT,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/larsentoubro/LT,larsentoubro,"279,658",62.31,31.95,623.09,3.20
271,https://www.moneycontrol.com/company-facts/lauruslabs/management/LL05,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05,lauruslabs,"28,182",16.63,31.54,48.39,10.84
272,https://www.moneycontrol.com/company-facts/laxmiorganicindustries/management/LOI,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/laxmiorganicindustries/LOI,laxmiorganicindustries,"11,983",7.53,60.36,39.08,11.63
273,https://www.moneycontrol.com/company-facts/lemontreehotelsltd/management/LTH,https://www.moneycontrol.com/india/stockpricequote/hotels/lemontreehotelsltd/LTH,lemontreehotelsltd,"4,235",-1.38,--,19.40,2.76
274,https://www.moneycontrol.com/company-facts/lichousingfinance/management/LIC,https://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC,lichousingfinance,"21,318",28.30,13.69,417.04,0.93
275,https://www.moneycontrol.com/company-facts/lindeindia/management/BOC,https://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC,lindeindia,"23,144",58.18,46.64,261.98,10.36
276,https://www.moneycontrol.com/company-facts/lupin/management/L,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L,lupin,"41,079",-14.46,--,300.82,3.01
277,https://www.moneycontrol.com/company-facts/luxindustries/management/LHI,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI,luxindustries,"8,093",103.55,25.99,332.72,8.09
278,https://www.moneycontrol.com/company-facts/mahindramahindra/management/MM,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM,mahindramahindra,"108,120",33.20,26.20,405.92,2.15
279,https://www.moneycontrol.com/company-facts/macrotechdevelopers/management/MD03,https://www.moneycontrol.com/india/stockpricequote/constructionresidentialcommercialcomplexes/macrotechdevelopers/MD03,macrotechdevelopers,"62,461",20.30,63.90,181.66,7.15
280,https://www.moneycontrol.com/company-facts/maharashtrascooters/management/MS01,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/maharashtrascooters/MS01,maharashtrascooters,"4,220",0.00,--,--,0.00
281,https://www.moneycontrol.com/company-facts/mahanagargas/management/MG02,https://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02,mahanagargas,"8,192",0.00,--,--,0.00
282,https://www.moneycontrol.com/company-facts/mahindracieautomotive/management/MF19,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19,mahindracieautomotive,"8,108",11.19,19.12,129.48,1.66
283,https://www.moneycontrol.com/company-facts/mahindraholidaysresortsindia/management/MHR,https://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR,mahindraholidaysresortsindia,"4,205",1.37,153.03,4.57,45.88
284,https://www.moneycontrol.com/company-facts/mahindralifespacedevelopers/management/MLD,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD,mahindralifespacedevelopers,"4,033",-2.96,--,108.31,2.42
285,https://www.moneycontrol.com/company-facts/mahindralogistics/management/ML04,https://www.moneycontrol.com/india/stockpricequote/diversified/mahindralogistics/ML04,mahindralogistics,"4,187",5.10,114.24,79.45,7.34
286,https://www.moneycontrol.com/company-facts/manappuramfinance/management/MGF01,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01,manappuramfinance,"13,458",20.76,7.66,86.73,1.84
287,https://www.moneycontrol.com/company-facts/marico/management/M13,https://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,marico,"64,315",9.22,53.98,24.99,19.92
288,https://www.moneycontrol.com/company-facts/marutisuzukiindia/management/MS24,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24,marutisuzukiindia,"258,562",107.42,79.68,"1,737.97",4.93
289,https://www.moneycontrol.com/company-facts/masfinancialservices/management/MFS09,https://www.moneycontrol.com/india/stockpricequote/financegeneral/masfinancialservices/MFS09,masfinancialservices,"2,588",27.09,17.48,219.57,2.16
290,https://www.moneycontrol.com/company-facts/mastek/management/M,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mastek/M,mastek,"8,055",92.78,29.21,277.45,9.77
291,https://www.moneycontrol.com/company-facts/maxfinancialservices/management/MI,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI,maxfinancialservices,"32,056",8.66,107.26,104.44,8.90
292,https://www.moneycontrol.com/company-facts/multicommodityexchangeindia/management/MCE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,multicommodityexchangeindia,"7,829",35.82,42.86,278.09,5.53
293,https://www.moneycontrol.com/company-facts/metropolishealthcare/management/MH06,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/metropolishealthcare/MH06,metropolishealthcare,"13,019",49.46,51.44,138.37,18.39
294,https://www.moneycontrol.com/company-facts/mindacorporation/management/MC23,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindacorporation/MC23,mindacorporation,"4,751",4.54,43.77,47.96,4.15
295,https://www.moneycontrol.com/company-facts/mindaindustries/management/MI4,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindaindustries/MI4,mindaindustries,"31,821",12.55,88.77,114.04,9.77
296,https://www.moneycontrol.com/company-facts/mindtree/management/MT13,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13,mindtree,"65,663",90.83,43.86,262.04,15.21
297,https://www.moneycontrol.com/company-facts/mishradhatunigamltd/management/MDN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mishradhatunigamltd/MDN,mishradhatunigamltd,"3,473",10.01,18.52,57.18,3.25
298,https://www.moneycontrol.com/company-facts/mmtc/management/MMT,https://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT,mmtc,"8,588",-5.25,--,8.00,7.16
299,https://www.moneycontrol.com/company-facts/moil/management/M18,https://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18,moil,"4,073",3.12,55.00,116.44,1.48
300,https://www.moneycontrol.com/company-facts/motilaloswalfinancialservices/management/MOF01,https://www.moneycontrol.com/india/stockpricequote/financegeneral/motilaloswalfinancialservices/MOF01,motilaloswalfinancialservices,"12,843",98.11,8.89,301.02,2.90
301,https://www.moneycontrol.com/company-facts/mphasis/management/MB02,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02,mphasis,"59,087",72.21,43.58,347.65,9.06
302,https://www.moneycontrol.com/company-facts/mrf/management/MRF,https://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF,mrf,"30,331","2,846.71",25.12,"31,627.82",2.27
303,https://www.moneycontrol.com/company-facts/mangalorerefinerypetrochemicals/management/MRP,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP,mangalorerefinerypetrochemicals,"8,001",-3.32,--,24.24,1.89
304,https://www.moneycontrol.com/company-facts/muthootfinance/management/MF10,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10,muthootfinance,"58,881",99.78,14.70,392.41,3.74
305,https://www.moneycontrol.com/company-facts/nationalaluminiumcompany/management/NAC,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC,nationalaluminiumcompany,"20,837",12.36,9.18,58.14,1.96
306,https://www.moneycontrol.com/company-facts/narayanahrudayalaya/management/NH,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/narayanahrudayalaya/NH,narayanahrudayalaya,"13,188",13.91,46.39,54.85,11.77
307,https://www.moneycontrol.com/company-facts/natcopharma/management/NP07,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07,natcopharma,"16,507",14.03,64.46,226.11,4.00
308,https://www.moneycontrol.com/company-facts/navinfluorineinternational/management/NFI,https://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI,navinfluorineinternational,"21,091",51.03,83.42,329.30,12.93
309,https://www.moneycontrol.com/company-facts/nbccindia/management/NBC01,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01,nbccindia,"8,442",1.56,30.06,9.99,4.70
310,https://www.moneycontrol.com/company-facts/ncc/management/NCC01,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01,ncc,"4,583",5.86,12.82,89.69,0.84
311,https://www.moneycontrol.com/company-facts/nesco/management/NES,https://www.moneycontrol.com/india/stockpricequote/diversified/nesco/NES,nesco,"4,136",24.84,23.63,217.04,2.71
312,https://www.moneycontrol.com/company-facts/nestleindia/management/NI,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI,nestleindia,"180,025",0.00,--,--,0.00
313,https://www.moneycontrol.com/company-facts/network18mediainvestments/management/NMI,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/network18mediainvestments/NMI,network18mediainvestments,"8,643",1.77,46.64,36.03,2.30
314,https://www.moneycontrol.com/company-facts/newindiaassurancecompany/management/NIA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newindiaassurancecompany/NIA,newindiaassurancecompany,"22,981",6.08,22.94,81.86,1.71
315,https://www.moneycontrol.com/company-facts/nhpc/management/N07,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07,nhpc,"30,035",3.52,8.49,35.76,0.84
316,https://www.moneycontrol.com/company-facts/nilkamal/management/NP08,https://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08,nilkamal,"3,549",96.21,24.72,764.23,3.12
317,https://www.moneycontrol.com/company-facts/nipponlifeindiaassetmanagement/management/RNL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nipponlifeindiaassetmanagement/RNL,nipponlifeindiaassetmanagement,"21,471",0.00,--,48.47,7.13
318,https://www.moneycontrol.com/company-facts/nlcindia/management/NLC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC,nlcindia,"9,082",10.51,6.23,115.37,0.57
319,https://www.moneycontrol.com/company-facts/nmdc/management/NMD02,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02,nmdc,"42,640",35.85,4.06,102.02,1.43
320,https://www.moneycontrol.com/company-facts/nocil/management/NOC02,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02,nocil,"3,794",8.23,27.69,76.84,2.97
321,https://www.moneycontrol.com/company-facts/ntpc/management/NTP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP,ntpc,"136,868",15.80,8.93,133.31,1.06
322,https://www.moneycontrol.com/company-facts/oberoirealty/management/OR,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR,oberoirealty,"35,222",25.32,38.26,257.68,3.76
323,https://www.moneycontrol.com/company-facts/oilindia/management/OI13,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilindia/OI13,oilindia,"25,348",37.31,6.27,228.79,1.03
324,https://www.moneycontrol.com/company-facts/oilnaturalgascorporation/management/ONG,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG,oilnaturalgascorporation,"215,060",28.12,6.08,160.80,1.07
325,https://www.moneycontrol.com/company-facts/oraclefinancialservicessoftware/management/OFS01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01,oraclefinancialservicessoftware,"30,798",216.55,16.49,776.67,4.60
326,https://www.moneycontrol.com/company-facts/proctergamblehygienehealthcare/management/PGH,https://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH,proctergamblehygienehealthcare,"48,043",0.00,--,--,0.00
327,https://www.moneycontrol.com/company-facts/pageindustries/management/PI35,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35,pageindustries,"48,174",0.00,--,--,0.00
328,https://www.moneycontrol.com/company-facts/pcbl/management/PCB01,https://www.moneycontrol.com/india/stockpricequote/pcbl/pcbl/PCB01,pcbl,"4,352",24.67,9.35,124.14,1.86
329,https://www.moneycontrol.com/company-facts/persistentsystems/management/PS15,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15,persistentsystems,"34,366",82.06,54.80,359.65,12.51
330,https://www.moneycontrol.com/company-facts/petronetlng/management/PLN,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN,petronetlng,"32,250",20.05,10.72,78.71,2.74
331,https://www.moneycontrol.com/company-facts/pfizer/management/P,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P,pfizer,"20,716",0.00,--,--,0.00
332,https://www.moneycontrol.com/company-facts/phoenixmills/management/PM02,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02,phoenixmills,"17,806",9.20,108.43,347.69,2.87
333,https://www.moneycontrol.com/company-facts/piindustries/management/PII,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/piindustries/PII,piindustries,"36,984",52.20,46.70,352.12,6.93
334,https://www.moneycontrol.com/company-facts/pidiliteindustries/management/PI11,https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,pidiliteindustries,"125,662",24.78,99.79,114.29,21.64
335,https://www.moneycontrol.com/company-facts/piramalenterprises/management/PH05,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,piramalenterprises,"60,239",48.90,51.62,"1,416.79",1.79
336,https://www.moneycontrol.com/company-facts/punjabnationalbank/management/PNB05,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabnationalbank/PNB05,punjabnationalbank,"45,475",3.84,10.76,79.58,0.52
337,https://www.moneycontrol.com/company-facts/pnbhousingfinance/management/PHF,https://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF,pnbhousingfinance,"7,419",47.10,9.34,524.96,0.84
338,https://www.moneycontrol.com/company-facts/pncinfratech/management/PI26,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26,pncinfratech,"7,642",22.47,13.26,118.99,2.51
339,https://www.moneycontrol.com/company-facts/polymedicure/management/PM06,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/polymedicure/PM06,polymedicure,"8,541",15.64,56.94,100.69,8.85
340,https://www.moneycontrol.com/company-facts/polycabindia/management/PI44,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/polycabindia/PI44,polycabindia,"37,937",58.21,43.62,317.54,8.00
341,https://www.moneycontrol.com/company-facts/poonawallafincorp/management/MF20,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/poonawallafincorp/MF20,poonawallafincorp,"21,555",-6.21,--,73.90,3.82
342,https://www.moneycontrol.com/company-facts/powerfinancecorporation/management/PFC02,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02,powerfinancecorporation,"32,209",49.41,2.47,309.80,0.40
343,https://www.moneycontrol.com/company-facts/powergridcorporationindia/management/PGC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC,powergridcorporationindia,"148,542",23.32,9.13,100.26,2.13
344,https://www.moneycontrol.com/company-facts/prajindustries/management/PI17,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/prajindustries/PI17,prajindustries,"7,693",7.39,56.68,43.70,9.59
345,https://www.moneycontrol.com/company-facts/prestigeestatesprojects/management/PEP02,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prestigeestatesprojects/PEP02,prestigeestatesprojects,"19,414",38.12,12.70,177.00,2.74
346,https://www.moneycontrol.com/company-facts/prismjohnson/management/PC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/prismjohnson/PC,prismjohnson,"6,974",5.45,25.42,30.28,4.58
347,https://www.moneycontrol.com/company-facts/proctergamblehealth/management/M12,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/proctergamblehealth/M12,proctergamblehealth,"8,438",0.00,--,--,0.00
348,https://www.moneycontrol.com/company-facts/ptcindia/management/PTC02,https://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02,ptcindia,"2,814",15.97,5.95,174.37,0.55
349,https://www.moneycontrol.com/company-facts/punjabsindbank/management/PSB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabsindbank/PSB,punjabsindbank,"6,910",0.00,--,--,0.00
350,https://www.moneycontrol.com/company-facts/pvr/management/PVR,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR,pvr,"9,768",-110.22,--,299.45,5.36
351,https://www.moneycontrol.com/company-facts/quesscorp/management/QC,https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC,quesscorp,"10,649",4.20,171.45,163.10,4.42
352,https://www.moneycontrol.com/company-facts/radicokhaitan/management/RK01,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01,radicokhaitan,"14,190",21.81,48.67,134.11,7.92
353,https://www.moneycontrol.com/company-facts/railvikasnigam/management/RVN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/railvikasnigam/RVN,railvikasnigam,"7,444",5.30,6.74,26.70,1.34
354,https://www.moneycontrol.com/company-facts/rainindustries/management/RC12,https://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12,rainindustries,"7,664",29.26,7.79,169.62,1.35
355,https://www.moneycontrol.com/company-facts/rajeshexports/management/RE07,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/rajeshexports/RE07,rajeshexports,"24,408",37.14,22.26,380.05,2.18
356,https://www.moneycontrol.com/company-facts/rallisindia/management/RI03,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/rallisindia/RI03,rallisindia,"5,045",9.59,27.05,81.84,3.17
357,https://www.moneycontrol.com/company-facts/theramcocements/management/MC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC,theramcocements,"21,160",41.43,21.61,241.97,3.71
358,https://www.moneycontrol.com/company-facts/rashtriyachemicalsfertilisers/management/RCF01,https://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01,rashtriyachemicalsfertilisers,"4,276",10.47,7.40,60.42,1.29
359,https://www.moneycontrol.com/company-facts/ratnamanimetalstubes/management/RMT,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT,ratnamanimetalstubes,"9,155",62.38,31.41,425.35,4.61
360,https://www.moneycontrol.com/company-facts/rblbank/management/RB03,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/rblbank/RB03,rblbank,"9,013",-4.26,--,211.29,0.72
361,https://www.moneycontrol.com/company-facts/rec/management/REC02,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/rec/REC02,rec,"27,560",47.07,2.96,146.30,0.96
362,https://www.moneycontrol.com/company-facts/redingtonindia/management/RI37,https://www.moneycontrol.com/india/stockpricequote/computershardware/redingtonindia/RI37,redingtonindia,"13,112",13.25,12.66,67.92,2.48
363,https://www.moneycontrol.com/company-facts/relaxofootwears/management/RF07,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07,relaxofootwears,"31,484",0.00,--,--,0.00
364,https://www.moneycontrol.com/company-facts/relianceindustries/management/RI,https://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,relianceindustries,"1,608,972",85.35,27.87,"1,240.43",1.92
365,https://www.moneycontrol.com/company-facts/responsiveindustries/management/SH10,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/responsiveindustries/SH10,responsiveindustries,"5,309",0.72,276.25,37.55,5.30
366,https://www.moneycontrol.com/company-facts/rhimagnesitaindia/management/OR01,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/rhimagnesitaindia/OR01,rhimagnesitaindia,"6,986",9.94,43.65,50.05,8.67
367,https://www.moneycontrol.com/company-facts/rites/management/R02,https://www.moneycontrol.com/india/stockpricequote/diversified/rites/R02,rites,"6,561",20.02,13.64,103.21,2.65
